City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
516,Matay,EG,28.419,30.7792,80.64,40,6,13.62,clear sky
517,Muravlenko,RU,63.7898,74.523,48.06,82,97,11.27,overcast clouds
518,Kristiinankaupunki,FI,62.2743,21.376,58.23,91,100,8.08,overcast clouds
519,Buritizeiro,BR,-17.3511,-44.9622,67.96,41,1,1.66,clear sky
520,Ambon,ID,-3.6954,128.1814,78.94,16,20,3.44,few clouds
521,Katobu,ID,-4.9408,122.5276,78.17,73,47,5.53,scattered clouds
522,Sibolga,ID,1.7427,98.7792,75.67,86,91,4.36,overcast clouds
523,Aklavik,CA,68.2191,-135.0107,64.45,56,96,15.97,overcast clouds
524,Ekibastuz,KZ,51.6667,75.3667,62.98,70,31,5.99,scattered clouds
525,Westport,US,41.1415,-73.3579,86.43,66,0,6.91,clear sky
526,Naze,JP,28.3667,129.4833,80.46,68,35,5.75,scattered clouds
527,Mongu,ZM,-15.2484,23.1274,61.11,46,93,7.05,overcast clouds
528,Ahuimanu,US,21.4447,-157.8378,89.31,63,20,17.27,few clouds
529,New Iberia,US,30.0035,-91.8187,85.98,66,40,0.0,scattered clouds
530,Gweta,BW,-20.1833,25.2333,60.42,63,59,5.99,broken clouds
531,Mezimesti,CZ,50.6246,16.2421,69.26,84,2,2.35,clear sky
532,Daru,PG,-9.0763,143.2092,78.69,87,54,11.61,broken clouds
533,Sergeyevka,KZ,53.88,67.4158,56.14,91,3,7.29,clear sky
534,Bom Jesus,BR,-9.0744,-44.3586,75.18,38,81,3.02,broken clouds
535,Richards Bay,ZA,-28.783,32.0377,65.41,87,0,11.72,clear sky
536,Labuhan,ID,-6.8844,112.2051,76.35,81,21,7.65,few clouds
537,Ossora,RU,59.2353,163.0719,61.66,61,5,6.8,clear sky
538,Uruzgan,AF,32.8333,66.0,77.14,27,51,1.23,broken clouds
539,Poum,NC,-20.2333,164.0167,76.46,85,89,19.89,heavy intensity rain
540,Nadym,RU,65.5333,72.5167,44.74,97,100,10.29,overcast clouds
541,Namibe,AO,-15.1961,12.1522,62.19,83,3,3.62,clear sky
542,Roald,NO,62.5833,6.1333,56.34,87,40,17.27,scattered clouds
543,Jiuquan,CN,39.7432,98.5174,78.66,19,0,6.53,clear sky
544,Bilma,NE,18.6853,12.9164,94.28,24,70,4.36,broken clouds
545,Deputatskiy,RU,69.3,139.9,56.71,46,61,10.4,broken clouds
546,Mehamn,NO,71.0357,27.8492,51.75,82,100,11.5,overcast clouds
547,Esperance,AU,-33.8667,121.9,57.07,66,60,18.3,broken clouds
548,Otkaznoye,RU,44.3264,43.8608,64.11,82,94,6.31,overcast clouds
549,Misratah,LY,32.3754,15.0925,79.63,55,0,7.29,clear sky
550,San Isidro,PE,-12.1167,-77.05,61.02,82,100,10.36,overcast clouds
551,Iida,JP,35.5197,137.8207,81.03,67,47,1.01,scattered clouds
552,San-Pedro,CI,4.7485,-6.6363,74.32,74,59,7.7,broken clouds
553,Sola,VU,-13.8833,167.55,80.78,77,37,14.16,scattered clouds
554,Ulladulla,AU,-35.35,150.4667,57.52,77,78,4.88,light rain
555,Impfondo,CG,1.6381,18.0667,69.48,99,100,1.9,overcast clouds
556,Teguise,ES,29.0605,-13.564,71.82,83,100,9.22,haze
557,Samarai,PG,-10.6167,150.6667,81.18,77,53,6.69,broken clouds
558,Armacao De Pera,PT,37.1026,-8.357,82.31,49,0,8.14,clear sky
559,Cao Bang,VN,22.6667,106.25,76.39,92,35,0.94,scattered clouds
560,Nemuro,JP,43.3236,145.575,58.24,98,100,16.2,light rain
561,Binga,ZW,-17.6203,27.3414,64.24,63,75,2.71,broken clouds
